"country","organization","type"
"NEP","IAEA","member"
"NEP","IBRD","member"
"NEP","ICAO","member"
"NEP","IDA","member"
"NEP","IFAD","List C"
"NEP","IFC","member"
"NEP","IFRCS","member"
"NEP","ILO","member"
"NEP","IMF","member"
"NEP","IMO","member"
"NEP","Interpol","member"
"NEP","IOC","National Olympic Committee"
"NEP","IOM","member"
"NEP","IPU","member"
"NEP","ISO","member"
"NEP","ITSO","member"
"NEP","ITU","member"
"NEP","ITUC","member"
"NEP","MIGA","member"
"NEP","MINURSO","member"
"NEP","MONUSCO","member"
"NEP","NAM","member"
"NEP","OPCW","member"
"NEP","SAARC","member"
"NEP","SACEP","member"
"NEP","UN","member"
"NEP","UNAMID","member"
"NEP","UNCTAD","member"
"NEP","UNDOF","member"
"NEP","UNESCO","member"
"NEP","UNIDO","member"
"NEP","UNIFIL","member"
"NEP","UNISFA","member"
"NEP","UNMIL","member"
"NEP","UNMISS","member"
"NEP","UNMIT","member"
"NEP","UNOCI","member"
"NEP","UNTSO","member"
"NEP","UNWTO","member"
"NEP","UPU","member"
"NEP","WCO","member"
"NEP","WFTU","member"
"NEP","WHO","member"
"NEP","WIPO","member"
"NEP","WMO","member"
"NEP","WTO","member"
"NF","UPU","member"
"NGR","ACP","member"
"NGR","AfDB","regional member"
"NGR","AU","member"
"NGR","C","member"
"NGR","CD","signatory"
"NGR","D-8","member"
"NGR","ECOWAS","member"
"NGR","EITI","compliant countries"
"NGR","FAO","member"
"NGR","G-15","member"
"NGR","G-24","member"
"NGR","G-77","member"
"NGR","IAEA","member"
"NGR","IBRD","member"
"NGR","ICAO","member"
"NGR","ICC","national committee"
"NGR","ICCt","state accepting jurisdiction"
"NGR","ICJ","accepting compulsory jurisdiction with reservations"
"NGR","IDA","member"
"NGR","IDB","member"
"NGR","IFAD","List B"
"NGR","IFC","member"
"NGR","IFRCS","member"
"NGR","IHO","member"
"NGR","ILO","member"
"NGR","IMF","member"
"NGR","IMO","member"
"NGR","IMSO","member"
"NGR","Interpol","member"
"NGR","IOC","National Olympic Committee"
"NGR","IOM","member"
"NGR","IPU","member"
"NGR","ISO","member"
"NGR","ITSO","member"
"NGR","ITU","member"
"NGR","ITUC","member"
"NGR","MIGA","member"
"NGR","MINURSO","member"
"NGR","MONUSCO","member"
"NGR","NAM","member"
"NGR","OAS","observer"
"NGR","OIC","member"
"NGR","OPCW","member"
"NGR","OPEC","member"
"NGR","PCA","member"
"NGR","UN","member"
"NGR","UNAMID","member"
"NGR","UNCTAD","member"
"NGR","UNESCO","member"
"NGR","UNHCR","member"
"NGR","UNIDO","member"
"NGR","UNIFIL","member"
"NGR","UNISFA","member"
"NGR","UNITAR","member"
"NGR","UNMIL","member"
"NGR","UNMISS","member"
"NGR","UNOCI","member"
"NGR","UNSC","nonpermanent member"
"NGR","UNWTO","member"
"NGR","UPU","member"
"NGR","WCO","member"
"NGR","WFTU","member"
"NGR","WHO","member"
"NGR","WIPO","member"
"NGR","WMO","member"
"NGR","WTO","member"
"NIC","BCIE","member"
"NIC","CACM","member"
"NIC","CD","signatory"
"NIC","CELAC","member"
"NIC","FAO","member"
"NIC","G-77","member"
"NIC","IADB","member"
"NIC","IAEA","member"
"NIC","IBRD","member"
"NIC","ICAO","member"
"NIC","ICJ","accepting compulsory jurisdiction with reservations"
"NIC","IDA","member"
"NIC","IFAD","List C"
"NIC","IFC","member"
"NIC","IFRCS","member"
"NIC","ILO","member"
"NIC","IMF","member"
"NIC","IMO","member"
"NIC","Interpol","member"
"NIC","IOC","National Olympic Committee"
"NIC","IOM","member"
"NIC","IPU","member"
"NIC","ISO","correspondent member"
"NIC","ITSO","member"
"NIC","ITU","member"
"NIC","ITUC","member"
"NIC","LAES","member"
"NIC","LAIA","member"
"NIC","MIGA","member"
"NIC","NAM","member"
"NIC","OAS","member"
"NIC","OPANAL","member"
"NIC","OPCW","member"
"NIC","PCA","member"
"NIC","SICA","member"
"NIC","UN","member"
"NIC","UNCTAD","member"
"NIC","UNESCO","member"
"NIC","UNHCR","member"
"NIC","UNIDO","member"
"NIC","UNWTO","member"
"NIC","UPU","member"
"NIC","WCO","member"
"NIC","WHO","member"
"NIC","WIPO","member"
"NIC","WMO","member"
"NIC","WTO","member"
"NL","ADB","nonregional member"
"NL","AfDB","nonregional member"
"NL","AG","member"
"NL","Benelux","member"
"NL","BIS","member"
"NL","CBSS","observer"
"NL","CD","signatory"
"NL","CE","member"
"NL","CERN","member"
"NL","EAPC","member"
"NL","EBRD","member"
"NL","ECB","member"
"NL","EIB","member"
"NL","EITI","stake holder"
"NL","EMU","member"
"NL","ESA","member"
"NL","EU","member"
"NL","FAO","member"
"NL","FATF","member"
"NL","G-10","member"
"NL","IADB","member"
"NL","IAEA","member"
"NL","IBRD","member"
"NL","ICAO","member"
"NL","ICC","national committee"
"NL","ICCt","state accepting jurisdiction"
"NL","ICJ","accepting compulsory jurisdiction with reservations"
"NL","IDA","member"
"NL","IEA","member"
"NL","IFAD","List A"
"NL","IFC","member"
"NL","IFRCS","member"
"NL","IGAD","partner"
"NL","IHO","member"
"NL","ILO","member"
"NL","IMF","member"
"NL","IMO","member"
"NL","IMSO","member"
"NL","Interpol","member"
"NL","IOC","National Olympic Committee"
"NL","IOM","member"
"NL","IPU","member"
"NL","ISO","member"
"NL","ITSO","member"
"NL","ITU","member"
"NL","ITUC","member"
"NL","MIGA","member"
"NL","NATO","member"
"NL","NEA","member"
"NL","NSG","member"
"NL","OAS","observer"
"NL","OECD","member"
"NL","OPCW","member"
"NL","OSCE","member"
"NL","PCA","member"
"NL","SELEC","observer"
"NL","UN","member"
"NL","UNCTAD","member"
"NL","UNDOF","member"
"NL","UNESCO","member"
"NL","UNHCR","member"
"NL","UNIDO","member"
"NL","UNMISS","member"
"NL","UNRWA","member"
"NL","UNTSO","member"
"NL","UNWTO","member"
"NL","UPU","member"
"NL","WCO","member"
"NL","WHO","member"
"NL","WIPO","member"
"NL","WMO","member"
"NL","WTO","member"
"NL","ZC","member"
"NU","ACP","member"
"NU","AOSIS","member"
"NU","FAO","member"
"NU","IFAD","List C"
"NU","OPCW","member"
"NU","PIF","member"
"NU","Sparteca","member"
"NU","SPC","member"
"NU","UNESCO","member"
"NU","UPU","member"
"NU","WHO","member"
"NU","WMO","member"
"NZ","ADB","member"
"NZ","AG","member"
"NZ","ANZUS","member"
"NZ","APEC","member"
"NZ","ARF","member"
"NZ","ASEAN","dialogue partner"
"NZ","BIS","member"
"NZ","C","member"
"NZ","CD","signatory"
"NZ","CP","member"
"NZ","EAS","member"
"NZ","EBRD","member"
"NZ","FAO","member"
"NZ","FATF","member"
"NZ","IAEA","member"
"NZ","IBRD","member"
"NZ","ICAO","member"
"NZ","ICC","national committee"
"NZ","ICCt","state accepting jurisdiction"
"NZ","ICJ","accepting compulsory jurisdiction with reservations"
"NZ","IDA","member"
"NZ","IEA","member"
"NZ","IFAD","List A"
"NZ","IFC","member"
"NZ","IFRCS","member"
"NZ","IHO","member"
"NZ","ILO","member"
"NZ","IMF","member"
"NZ","IMO","member"
"NZ","IMSO","member"
"NZ","Interpol","member"
"NZ","IOC","National Olympic Committee"
"NZ","IOM","member"
"NZ","IPU","member"
"NZ","ISO","member"
"NZ","ITSO","member"
"NZ","ITU","member"
"NZ","ITUC","member"
"NZ","MIGA","member"
"NZ","NSG","member"
"NZ","OECD","member"
"NZ","OPCW","member"
"NZ","PCA","member"
"NZ","PIF","member"
"NZ","Sparteca","member"
"NZ","SPC","member"
"NZ","UN","member"
"NZ","UNCTAD","member"
"NZ","UNESCO","member"
"NZ","UNHCR","member"
"NZ","UNIDO","member"
"NZ","UNMISS","member"
"NZ","UNMIT","member"
"NZ","UNTSO","member"
"NZ","UPU","member"
"NZ","WCO","member"
"NZ","WFTU","member"
"NZ","WHO","member"
"NZ","WIPO","member"
"NZ","WMO","member"
"NZ","WTO","member"
"NZ","ZC","member"
"OM","ABEDA","member"
"OM","AFESD","member"
"OM","AMF","member"
"OM","CAEU","member"
"OM","FAO","member"
"OM","G-77","member"
"OM","GCC","member"
"OM","IAEA","member"
"OM","IBRD","member"
"OM","ICAO","member"
"OM","ICC","having direct member"
"OM","IDA","member"
"OM","IDB","member"
"OM","IFAD","List C"
"OM","IFC","member"
"OM","IHO","member"
"OM","ILO","member"
"OM","IMF","member"
"OM","IMO","member"
"OM","IMSO","member"
"OM","Interpol","member"
"OM","IOC","National Olympic Committee"
"OM","IPU","member"
"OM","ISO","member"
"OM","ITSO","member"
"OM","ITU","member"
"OM","LAS","member"
"OM","MIGA","member"
"OM","NAM","member"
"OM","OIC","member"
"OM","OPCW","member"
"OM","UN","member"
"OM","UNCTAD","member"
"OM","UNESCO","member"
"OM","UNIDO","member"
"OM","UNWTO","member"
"OM","UPU","member"
"OM","WCO","member"
"OM","WFTU","member"
"OM","WHO","member"
"OM","WIPO","member"
"OM","WMO","member"
"OM","WTO","member"
"P","ADB","nonregional member"
"P","AfDB","nonregional member"
"P","AG","member"
"P","BIS","member"
"P","CD","signatory"
"P","CE","member"
"P","CERN","member"
"P","CPLP","member"
"P","EAPC","member"
"P","EBRD","member"
"P","ECB","member"
"P","EIB","member"
"P","EMU","member"
"P","ESA","member"
"P","EU","member"
"P","FAO","member"
"P","FATF","member"
"P","IADB","member"
"P","IAEA","member"
"P","IBRD","member"
"P","ICAO","member"
"P","ICC","national committee"
"P","ICCt","state accepting jurisdiction"
"P","ICJ","accepting compulsory jurisdiction with reservations"
"P","IDA","member"
"P","IEA","member"
"P","IFAD","List A"
"P","IFC","member"
"P","IFRCS","member"
"P","IHO","member"
"P","ILO","member"
"P","IMF","member"
"P","IMO","member"
"P","IMSO","member"
"P","Interpol","member"
"P","IOC","National Olympic Committee"
"P","IOM","member"
"P","IPU","member"
"P","ISO","member"
"P","ITSO","member"
"P","ITU","member"
"P","ITUC","member"
"P","LAIA","observer"
"P","MIGA","member"
"P","NATO","member"
"P","NEA","member"
"P","NSG","member"
"P","OAS","observer"
"P","OECD","member"
"P","OPCW","member"
"P","OSCE","member"
"P","PCA","member"
"P","SELEC","observer"
"P","UN","member"
"P","UNCTAD","member"
"P","UNESCO","member"
"P","UNHCR","member"
"P","UNIDO","member"
"P","UNMIT","member"
"P","UNWTO","member"
"P","UPU","member"
"P","WCO","member"
"P","WFTU","member"
"P","WHO","member"
"P","WIPO","member"
"P","WMO","member"
"P","WTO","member"
"P","ZC","member"
"PA","BCIE","nonregional member"
"PA","CD","signatory"
"PA","CELAC","member"
"PA","FAO","member"
"PA","G-77","member"
"PA","IADB","member"
"PA","IAEA","member"
"PA","IBRD","member"
"PA","ICAO","member"
"PA","ICC","national committee"
"PA","ICCt","state accepting jurisdiction"
"PA","ICJ","accepting compulsory jurisdiction with reservations"
"PA","IDA","member"
"PA","IFAD","List C"
"PA","IFC","member"
"PA","IFRCS","member"
"PA","ILO","member"
"PA","IMF","member"
"PA","IMO","member"
"PA","IMSO","member"
"PA","Interpol","member"
"PA","IOC","National Olympic Committee"
"PA","IOM","member"
"PA","IPU","member"
"PA","ISO","member"
"PA","ITSO","member"
"PA","ITU","member"
"PA","ITUC","member"
"PA","LAES","member"
"PA","LAIA","member"
"PA","MIGA","member"
"PA","NAM","member"
"PA","OAS","member"
"PA","OPANAL","member"
"PA","OPCW","member"
"PA","PCA","member"
"PA","SICA","member"
"PA","UN","member"
"PA","UNASUR","observer"
"PA","UNCTAD","member"
"PA","UNESCO","member"
"PA","UNIDO","member"
"PA","UNWTO","member"
"PA","UPU","member"
"PA","WCO","member"
"PA","WFTU","member"
"PA","WHO","member"
"PA","WIPO","member"
"PA","WMO","member"
"PA","WTO","member"
"PAL","ACP","member"
"PAL","ADB","member"
"PAL","AOSIS","member"
"PAL","FAO","member"
"PAL","IAEA","member"
"PAL","IBRD","member"
"PAL","ICAO","member"
"PAL","IDA","member"
"PAL","IFC","member"
"PAL","IFRCS","member"
"PAL","ILO","member"
"PAL","IMF","member"
"PAL","IMO","member"
"PAL","IMSO","member"
"PAL","IOC","National Olympic Committee"
"PAL","IPU","member"
"PAL","MIGA","member"
"PAL","OPCW","member"
"PAL","PIF","member"
"PAL","Sparteca","member"
"PAL","SPC","member"
"PAL","UN","member"
"PAL","UNAMID","member"
"PAL","UNCTAD","member"
"PAL","UNESCO","member"
"PAL","WHO","member"
"PE","APEC","member"
"PE","BIS","member"
"PE","CAN","member"
"PE","CD","signatory"
"PE","CELAC","member"
"PE","EITI","compliant countries"
"PE","FAO","member"
"PE","G-24","member"
"PE","G-77","member"
"PE","IADB","member"
"PE","IAEA","member"
"PE","IBRD","member"
"PE","ICAO","member"
"PE","ICC","having direct member"
"PE","ICCt","state accepting jurisdiction"
"PE","ICJ","accepting compulsory jurisdiction with reservations"
"PE","IDA","member"
"PE","IFAD","List C"
"PE","IFC","member"
"PE","IFRCS","member"
"PE","IHO","member"
"PE","ILO","member"
"PE","IMF","member"
"PE","IMO","member"
"PE","IMSO","member"
"PE","Interpol","member"
"PE","IOC","National Olympic Committee"
"PE","IOM","member"
"PE","IPU","member"
"PE","ISO","member"
"PE","ITSO","member"
"PE","ITU","member"
"PE","ITUC","member"
"PE","LAES","member"
"PE","LAIA","member"
"PE","Mercosur","associate member"
"PE","MIGA","member"
"PE","MINURSO","member"
"PE","MONUSCO","member"
"PE","NAM","member"
"PE","OAS","member"
"PE","OPANAL","member"
"PE","OPCW","member"
"PE","PCA","member"
"PE","SICA","observer"
"PE","UN","member"
"PE","UNAMID","member"
"PE","UNASUR","member"
"PE","UNCTAD","member"
"PE","UNESCO","member"
"PE","UNIDO","member"
"PE","UNISFA","member"
"PE","UNMIL","member"
"PE","UNMISS","member"
"PE","UNOCI","member"
"PE","UNWTO","member"
"PE","UPU","member"
"PE","WCO","member"
"PE","WFTU","member"
"PE","WHO","member"
"PE","WIPO","member"
"PE","WMO","member"
"PE","WTO","member"
"PF","ITUC","member"
"PF","PIF","associate member"
"PF","SPC","member"
"PF","UPU","member"
"PK","ADB","member"
"PK","ARF","member"
"PK","C","member"
"PK","CICA","member"
"PK","CP","member"
"PK","D-8","member"
"PK","ECO","member"
"PK","FAO","member"
"PK","G-11","member"
"PK","G-24","member"
"PK","G-77","member"
"PK","IAEA","member"
"PK","IBRD","member"
"PK","ICAO","member"
"PK","ICC","national committee"
"PK","ICJ","accepting compulsory jurisdiction with reservations"
"PK","IDA","member"
"PK","IDB","member"
"PK","IFAD","List C"
"PK","IFC","member"
"PK","IFRCS","member"
"PK","IHO","member"
"PK","ILO","member"
"PK","IMF","member"
"PK","IMO","member"
"PK","IMSO","member"
"PK","Interpol","member"
"PK","IOC","National Olympic Committee"
"PK","IOM","member"
"PK","IPU","member"
"PK","ISO","member"
"PK","ITSO","member"
"PK","ITU","member"
"PK","ITUC","member"
"PK","LAIA","observer"
"PK","MIGA","member"
"PK","MINURSO","member"
"PK","MONUSCO","member"
"PK","NAM","member"
"PK","OAS","observer"
"PK","OIC","member"
"PK","OPCW","member"
"PK","PCA","member"
"PK","SAARC","member"
"PK","SACEP","member"
"PK","SCO","observer"
"PK","UN","member"
"PK","UNAMID","member"
"PK","UNCTAD","member"
"PK","UNESCO","member"
"PK","UNHCR","member"
"PK","UNIDO","member"
"PK","UNMIL","member"
"PK","UNMIT","member"
"PK","UNOCI","member"
"PK","UNWTO","member"
"PK","UPU","member"
"PK","WCO","member"
"PK","WFTU","member"
"PK","WHO","member"
"PK","WIPO","member"
"PK","WMO","member"
"PK","WTO","member"
"PL","AG","member"
"PL","BIS","member"
"PL","BSEC","observer"
"PL","CBSS","member"
"PL","CD","signatory"
"PL","CE","member"
"PL","CEI","member"
"PL","CERN","member"
"PL","EAPC","member"
"PL","EBRD","member"
"PL","EIB","member"
"PL","ESA","member"
"PL","EU","member"
"PL","FAO","member"
"PL","IAEA","member"
"PL","IBRD","member"
"PL","ICAO","member"
"PL","ICC","national committee"
"PL","ICCt","state accepting jurisdiction"
"PL","ICJ","accepting compulsory jurisdiction with reservations"
"PL","IDA","member"
"PL","IEA","member"
"PL","IFC","member"
"PL","IFRCS","member"
"PL","IHO","member"
"PL","ILO","member"
"PL","IMF","member"
"PL","IMO","member"
"PL","IMSO","member"
"PL","Interpol","member"
"PL","IOC","National Olympic Committee"
"PL","IOM","member"
"PL","IPU","member"
"PL","ISO","member"
"PL","ITSO","member"
"PL","ITU","member"
"PL","ITUC","member"
"PL","MIGA","member"
"PL","MINURSO","member"
"PL","MONUSCO","member"
"PL","NATO","member"
"PL","NEA","member"
"PL","NSG","member"
"PL","OAS","observer"
"PL","OECD","member"
"PL","OIF","observer"
"PL","OPCW","member"
"PL","OSCE","member"
"PL","PCA","member"
"PL","UN","member"
"PL","UNCTAD","member"
"PL","UNESCO","member"
"PL","UNHCR","member"
"PL","UNIDO","member"
"PL","UNMIL","member"
"PL","UNMISS","member"
"PL","UNOCI","member"
"PL","UNWTO","member"
"PL","UPU","member"
"PL","V4","member"
"PL","WCO","member"
"PL","WFTU","member"
"PL","WHO","member"
"PL","WIPO","member"
"PL","WMO","member"
"PL","WTO","member"
"PL","ZC","member"
"PN","SPC","member"
"PN","UPU","member"
"PNG","ACP","member"
"PNG","ADB","member"
"PNG","AOSIS","member"
"PNG","APEC","member"
"PNG","ARF","member"
"PNG","ASEAN","observer"
"PNG","C","member"
"PNG","CD","signatory"
"PNG","CP","member"
"PNG","FAO","member"
"PNG","G-77","member"
"PNG","IAEA","member"
"PNG","IBRD","member"
"PNG","ICAO","member"
"PNG","IDA","member"
"PNG","IFAD","List C"
"PNG","IFC","member"
"PNG","IFRCS","member"
"PNG","IHO","member"
"PNG","ILO","member"
"PNG","IMF","member"
"PNG","IMO","member"
"PNG","Interpol","member"
"PNG","IOC","National Olympic Committee"
"PNG","IOM","member"
"PNG","IPU","member"
"PNG","ISO","correspondent member"
"PNG","ITSO","member"
"PNG","ITU","member"
"PNG","MIGA","member"
"PNG","NAM","member"
"PNG","OPCW","member"
"PNG","PIF","member"
"PNG","Sparteca","member"
"PNG","SPC","member"
"PNG","UN","member"
"PNG","UNCTAD","member"
"PNG","UNESCO","member"
"PNG","UNIDO","member"
"PNG","UNMISS","member"
"PNG","UNWTO","member"
"PNG","UPU","member"
"PNG","WCO","member"
"PNG","WFTU","member"
"PNG","WHO","member"
"PNG","WIPO","member"
"PNG","WMO","member"
"PNG","WTO","member"
"PR","AOSIS","observer"
"PR","Caricom","observer"
"PR","Interpol","subbureau"
"PR","IOC","National Olympic Committee"
"PR","UNWTO","associate member"
"PR","UPU","member"
"PR","WFTU","member"
"PY","CAN","associate member"
"PY","CD","signatory"
"PY","CELAC","member"
"PY","FAO","member"
"PY","G-11","member"
"PY","G-77","member"
"PY","IADB","member"
"PY","IAEA","member"
"PY","IBRD","member"
"PY","ICAO","member"
"PY","ICCt","state accepting jurisdiction"
"PY","ICJ","accepting compulsory jurisdiction without reservations"
"PY","IDA","member"
"PY","IFAD","List C"
"PY","IFC","member"
"PY","IFRCS","member"
"PY","ILO","member"
"PY","IMF","member"
"PY","IMO","member"
"PY","Interpol","member"
"PY","IOC","National Olympic Committee"
"PY","IOM","member"
"PY","IPU","member"
"PY","ISO","correspondent member"
"PY","ITSO","member"
"PY","ITU","member"
"PY","ITUC","member"
"PY","LAES","member"
"PY","LAIA","member"
"PY","Mercosur","member"
"PY","MIGA","member"
"PY","MINURSO","member"
"PY","MONUSCO","member"
"PY","NAM","observer"
"PY","OAS","member"
"PY","OPANAL","member"
"PY","OPCW","member"
"PY","PCA","member"
"PY","UN","member"
"PY","UNASUR","member"
"PY","UNCTAD","member"
"PY","UNESCO","member"
"PY","UNFICYP","member"
"PY","UNIDO","member"
"PY","UNISFA","member"
"PY","UNMIL","member"
"PY","UNMISS","member"
"PY","UNOCI","member"
"PY","UNWTO","member"
"PY","UPU","member"
"PY","WCO","member"
"PY","WHO","member"
"PY","WIPO","member"
"PY","WMO","member"
"PY","WTO","member"
"Q","ABEDA","member"
"Q","AFESD","member"
"Q","AMF","member"
"Q","CAEU","member"
"Q","CD","signatory"
"Q","CICA","observer"
"Q","EITI","stake holder"
"Q","FAO","member"
"Q","G-77","member"
"Q","GCC","member"
"Q","IAEA","member"
"Q","IBRD","member"
"Q","ICAO","member"
"Q","ICC","national committee"
"Q","IDB","member"
"Q","IFAD","List B"
"Q","IFC","member"
"Q","IFRCS","member"
"Q","IHO","member"
"Q","ILO","member"
"Q","IMF","member"
"Q","IMO","member"
"Q","IMSO","member"
"Q","Interpol","member"
"Q","IOC","National Olympic Committee"
"Q","IOM","observer"
"Q","IPU","member"
"Q","ISO","member"
"Q","ITSO","member"
"Q","ITU","member"
"Q","LAS","member"
"Q","MIGA","member"
"Q","NAM","member"
"Q","OAPEC","member"
"Q","OAS","observer"
"Q","OIC","member"
"Q","OIF","member"
"Q","OPCW","member"
"Q","OPEC","member"
"Q","PCA","member"
"Q","UN","member"
"Q","UNCTAD","member"
"Q","UNESCO","member"
"Q","UNIDO","member"
"Q","UNIFIL","member"
"Q","UNWTO","member"
"Q","UPU","member"
"Q","WCO","member"
"Q","WHO","member"
"Q","WIPO","member"
"Q","WMO","member"
"Q","WTO","member"
"R","APEC","member"
"R","ARF","member"
"R","ASEAN","dialogue partner"
"R","BIS","member"
"R","BSEC","member"
"R","CBSS","member"
"R","CD","signatory"
"R","CE","member"
